a,Course_Title,Course_Credit
SOWK 3250.,Understanding Social Justice and Diversity through Intergroup Dialogue.,(3 Credits)
SOWK 3350.,Research Methods for Social Work Practice.,(3 Credits)
SOWK 3501.,Social Work Practice with Individuals and Families.,(3 Credits)
SOWK 3502.,Social Work Practice with Groups.,(3 Credits)
SOWK 3503.,Social Work Practice with Communities and Organizations.,(3 Credits)
SOWK 3700.,Field Education I.,(3 Credits)
SOWK 3701.,Field Education II.,(3 Credits)
SOWK 3800.,Field Seminar I.,(3 Credits)
SOWK 3801.,Field Seminar II.,(3 Credits)
SOWK 3993.,Foreign Study.,(1-15 Credits)
SOWK 3995.,Special Topics in Social Work.,(1-6 Credits)
SOWK 3998.,Variable Topics in Social Work.,(1-6 Credits)
SOWK 3999.,Independent Study.,(1-6 Credits)
SOWK 4100W.,Senior Seminar in Social Work.,(4 Credits)
SOWK 4985.,Special Topics.,(1-6 Credits)
SOCI 1001.,Introduction to Sociology.,(3 Credits)
SOCI 1001W.,Introduction to Sociology.,(3 Credits)
SOCI 1251.,Social Problems.,(3 Credits)
SOCI 1251W.,Social Problems.,(3 Credits)
SOCI 1501.,"Race, Class, and Gender.",(3 Credits)
SOCI 1501W.,"Race, Class, and Gender.",(3 Credits)
SOCI 1701.,Society in Global Perspective.,(3 Credits)
SOCI 1701W.,Society in Global Perspective.,(3 Credits)
SOCI 1993.,Foreign Study.,(1-15 Credits)
SOCI 1996.,Introduction to Research.,(3 Credits)
SOCI 2101.,Sports and Society.,(3 Credits)
SOCI 2110.,Sociology of Education.,(3 Credits)
SOCI 2110W.,Sociology of Education.,(3 Credits)
SOCI 2198.,Topics in the Sociology of Culture.,(3 Credits)
SOCI 2198W.,Topics in the Sociology of Culture.,(3 Credits)
SOCI 2200.,Introducing India: Diversity and Dynamism.,(3 Credits)
SOCI 2200W.,Introducing India: Diversity and Dynamism.,(3 Credits)
SOCI 2210.,Sociological Perspectives on Asian American Women.,(3 Credits)
SOCI 2210W.,Sociological Perspectives on Asian American Women.,(3 Credits)
SOCI 2220.,Asian Indian Women: Activism and Social Change in India and the United States.,(3 Credits)
SOCI 2220W.,Asian Indian Women: Activism and Social Change in India and the United States.,(3 Credits)
SOCI 2240.,Sociology of Race and Religion.,(3 Credits)
SOCI 2240W.,Sociology of Race and Religion.,(3 Credits)
SOCI 2260.,"Science, Medicine, and Race.",(3 Credits)
SOCI 2260W.,"Science, Medicine, and Race.",(3 Credits)
SOCI 2271.,The Social Construction of Happiness.,(3 Credits)
SOCI 2275.,Social Well-Being.,(3 Credits)
SOCI 2275W.,Social Well-Being.,(3 Credits)
SOCI 2280.,Sociology of Mental Illness.,(3 Credits)
SOCI 2280W.,Sociology of Mental Illness.,(3 Credits)
SOCI 2301.,Criminology.,(3 Credits)
SOCI 2301W.,Criminology.,(3 Credits)
SOCI 2305.,Deviant Behavior.,(3 Credits)
SOCI 2305W.,Deviant Behavior.,(3 Credits)
SOCI 2310.,Introduction to Criminal Justice.,(3 Credits)
SOCI 2315.,Guns and Society.,(3 Credits)
SOCI 2320.,Drugs and Society.,(3 Credits)
SOCI 2320W.,Drugs and Society.,(3 Credits)
SOCI 2411.,Work and Occupations.,(3 Credits)
SOCI 2461.,"Race, Gender, and U.S. Health Care.",(3 Credits)
SOCI 2501.,Sociology of Intolerance and Injustice.,(3 Credits)
SOCI 2501W.,Sociology of Intolerance and Injustice.,(3 Credits)
SOCI 2503.,Prejudice and Discrimination.,(3 Credits)
SOCI 2509W.,Sociology of Anti-Semitism.,(3 Credits)
SOCI 2510.,Ethnicity and Race.,(3 Credits)
SOCI 2510W.,Ethnicity and Race.,(3 Credits)
SOCI 2520.,White Racism.,(3 Credits)
SOCI 2530.,African Americans and Social Protest.,(3 Credits)
SOCI 2651.,Sociology of the Family.,(3 Credits)
SOCI 2651W.,Sociology of the Family.,(3 Credits)
SOCI 2655.,Sociology of Carework.,(3 Credits)
SOCI 2655W.,Sociology of Carework.,(3 Credits)
SOCI 2660.,Sociology of Health.,(3 Credits)
SOCI 2660W.,Sociology of Health.,(3 Credits)
SOCI 2670.,Sociology of Religion.,(3 Credits)
SOCI 2670W.,Sociology of Religion.,(3 Credits)
SOCI 2680.,Sociology of Sexualities.,(3 Credits)
SOCI 2680W.,Sociology of Sexualities.,(3 Credits)
SOCI 2701E.,Sustainable Societies.,(3 Credits)
SOCI 2705E.,Sociology of Food.,(3 Credits)
SOCI 2707.,"Energy, Environment, and Society.",(3 Credits)
SOCI 2707W.,"Energy, Environment, and Society.",(3 Credits)
SOCI 2709E.,Society and Climate Change.,(3 Credits)
SOCI 2709WE.,Society and Climate Change.,(3 Credits)
SOCI 2720E.,"Environmental Racism, Colonialism and Justice.",(3 Credits)
SOCI 2720WE.,"Environmental Racism, Colonialism and Justice.",(3 Credits)
SOCI 2800.,Human Rights in the United States.,(3 Credits)
SOCI 2800W.,Human Rights in the United States.,(3 Credits)
SOCI 2820.,Sociological Perspectives on Poverty.,(3 Credits)
SOCI 2830.,"Class, Power, and Inequality.",(3 Credits)
SOCI 2835.,Social Movements and Social Change.,(3 Credits)
SOCI 2835W.,Social Movements and Social Change.,(3 Credits)
SOCI 2841.,Public Opinion and Mass Communication.,(3 Credits)
SOCI 2845.,Sociology of Global Human Rights.,(3 Credits)
SOCI 2898.,Topics in Sociology and Human Rights.,(3 Credits)
SOCI 2901.,Urban Sociology.,(3 Credits)
SOCI 2901W.,Urban Sociology.,(3 Credits)
SOCI 2907.,City Life.,(3 Credits)
SOCI 2993.,Foreign Study.,(1-15 Credits)
SOCI 2995.,Special Topics.,(1-3 Credits)
SOCI 2996.,Directed Research I.,(1-6 Credits)
SOCI 2998.,Variable Topics.,(1-3 Credits)
SOCI 3201.,Methods of Social Research.,(3 Credits)
SOCI 3211Q.,Quantitative Methods in Social Research.,(4 Credits)
SOCI 3251.,Social Theory.,(3 Credits)
SOCI 3251W.,Social Theory.,(3 Credits)
SOCI 3425.,Social Welfare and Social Work.,(3 Credits)
SOCI 3453.,Women and Health.,(3 Credits)
SOCI 3453W.,Women and Health.,(3 Credits)
SOCI 3459W.,Aging and Society.,(3 Credits)
SOCI 3507.,Race and Reproduction.,(3 Credits)
SOCI 3525.,Latino Sociology.,(3 Credits)
SOCI 3525W.,Latino Sociology.,(3 Credits)
SOCI 3601.,Sociology of Gender.,(3 Credits)
SOCI 3601W.,Sociology of Gender.,(3 Credits)
SOCI 3801.,Political Sociology.,(3 Credits)
SOCI 3801W.,Political Sociology.,(3 Credits)
SOCI 3823.,The Sociology of Law: Global and Comparative Perspectives.,(3 Credits)
SOCI 3823W.,The Sociology of Law: Global and Comparative Perspectives.,(3 Credits)
SOCI 3903.,Urban Problems.,(3 Credits)
SOCI 3903W.,Urban Problems.,(3 Credits)
SOCI 3971.,Population.,(3 Credits)
SOCI 3971W.,Population.,(3 Credits)
SOCI 3990.,Internship: Field Experience.,(1-6 Credits)
SOCI 3991.,Internship: Research Paper.,(1-2 Credits)
SOCI 3991W.,Internship: Research Paper.,(1-2 Credits)
SOCI 3993.,Foreign Study.,(1-6 Credits)
SOCI 3995.,Special Topics.,(1-6 Credits)
SOCI 3996W.,Senior Thesis in Sociology.,(3 Credits)
SOCI 3999.,Independent Study.,(1-6 Credits)
SPAN 1001.,Elementary Spanish I.,(4 Credits)
SPAN 1002.,Elementary Spanish II.,(4 Credits)
SPAN 1003.,Intermediate Spanish I.,(4 Credits)
SPAN 1004.,Intermediate Spanish II.,(4 Credits)
SPAN 1007.,Major Works of Hispanic Literature in Translation.,(3 Credits)
SPAN 1008.,"Christians, Muslims and Jews in Medieval Spain.",(3 Credits)
SPAN 1009.,"Latino Literature, Culture, and Society.",(3 Credits)
SPAN 1009W.,"Latino Literature, Culture, and Society.",(3 Credits)
SPAN 1010.,Contemporary Spanish Culture and Society through Film.,(3 Credits)
SPAN 1020.,"Intersections of Art, Fashion, Film, and Music in Modern Spain.",(3 Credits)
SPAN 1193.,Foreign Study.,(1-6 Credits)
SPAN 3101.,Spanish for Engineering I.,(1 Credit)
SPAN 3102.,Spanish for Engineering II.,(1 Credit)
SPAN 3103.,Spanish for Engineering III.,(1 Credit)
SPAN 3170.,Business Spanish.,(3 Credits)
SPAN 3172.,Spanish for the Health Professions.,(3 Credits)
SPAN 3177.,Composition and Reading for Speakers of Spanish.,(3 Credits)
SPAN 3178.,Intermediate Spanish Composition.,(3 Credits)
SPAN 3179.,Spanish Conversation: Cultural Topics.,(3 Credits)
SPAN 3200.,Spanish Civilization to the Modern Period.,(3 Credits)
SPAN 3201.,Ibero-American Civilization and Culture.,(3 Credits)
SPAN 3204.,Language and Culture of U.S. Hispanics.,(3 Credits)
SPAN 3205.,Contemporary Spanish America.,(3 Credits)
SPAN 3206.,Contemporary Spain.,(3 Credits)
SPAN 3207.,Women's Studies in Spanish.,(3 Credits)
SPAN 3208.,Issues in Hispanic Thought.,(3 Credits)
SPAN 3214.,Topics in Hispanic Cultures.,(3 Credits)
SPAN 3230.,Introduction to Literary Study.,(3 Credits)
SPAN 3231.,Great Works of Spanish Literature from its Origins to the Golden Age.,(3 Credits)
SPAN 3232.,Literature of Crisis in Modern Spain.,(3 Credits)
SPAN 3234.,Great Works of Modern Spanish-American Literature.,(3 Credits)
SPAN 3240W.,Advanced Spanish Composition.,(3 Credits)
SPAN 3241.,Spanish Phonetics.,(3 Credits)
SPAN 3242.,Spanish Communicative Grammar.,(3 Credits)
SPAN 3250.,Film in Spain and Latin America.,(3 Credits)
SPAN 3251.,Latin American Film.,(3 Credits)
SPAN 3252.,Spanish Film.,(3 Credits)
SPAN 3254.,Special Topics in Latin American National Cinemas.,(3 Credits)
SPAN 3260.,Studies in Spanish-American Literature.,(3 Credits)
SPAN 3262.,Studies in Spanish Golden Age Literature.,(3 Credits)
SPAN 3263.,Studies in Spanish Literature of the Eighteenth and Nineteenth Centuries.,(3 Credits)
SPAN 3264.,Studies in Spanish Literature of the Twentieth Century.,(3 Credits)
SPAN 3265.,Literature of Puerto Rico and the Spanish Caribbean.,(3 Credits)
SPAN 3267W.,The Spanish-American Short Story.,(3 Credits)
SPAN 3281.,Spanish Internship.,(1-6 Credits)
SPAN 3293.,Foreign Study.,(1-7 Credits)
SPAN 3294.,Topics in Human Rights in Central America.,(3 Credits)
SPAN 3295.,Special Topics.,(1-6 Credits)
SPAN 3298.,Variable Topics.,(3 Credits)
SPAN 3299.,Independent Study.,(1-6 Credits)
SPAN 4200W.,Senior Seminar for Spanish Majors: Selected Topics in Hispanic Literature.,(3 Credits)
SLHS 1150.,Introduction to Communication Disorders.,(3 Credits)
SLHS 1150W.,Introduction to Communication Disorders.,(3 Credits)
SLHS 2156Q.,Speech and Hearing Science.,(3 Credits)
SLHS 2203.,"Anatomy and Physiology of Speech, Hearing, and Swallowing.",(3 Credits)
SLHS 2204.,Speech and Language Acquisition.,(3 Credits)
SLHS 3247.,Introduction to Phonetic Principles.,(3 Credits)
SLHS 3248.,Introduction to Audiology.,(3 Credits)
SLHS 3293.,Foreign Study.,(1-6 Credits)
SLHS 3295.,Special Topics.,(1-6 Credits)
SLHS 3298.,Variable Topics.,(3 Credits)
SLHS 3299.,Independent Study.,(1-6 Credits)
SLHS 4123.,Bilingualism in Typical and Atypical Populations: Language and Cognition.,(3 Credits)
SLHS 4245.,Neuroscience of Cognitive and Communication Disorders.,(3 Credits)
SLHS 4245W.,Neuroscience of Cognitive and Communication Disorders.,(4 Credits)
SLHS 4249.,Introduction to Aural Rehabilitation.,(3 Credits)
SLHS 4249W.,Introduction to Aural Rehabilitation.,(4 Credits)
SLHS 4251.,"Introduction to Articulation, Voice, and Fluency Disorders.",(3 Credits)
SLHS 4254.,Introduction to Language Disorders in Children.,(3 Credits)
SLHS 4254W.,Introduction to Language Disorders in Children.,(4 Credits)
SLHS 4296W.,Senior Thesis.,(1-6 Credits)
DSDA 1995.,Special Topics.,(1-4 Credits)
DSDA 4815.,Applied Data Analysis Capstone.,(3 Credits)
STAT 1000Q.,Introduction to Statistics I.,(4 Credits)
STAT 1100Q.,Elementary Concepts of Statistics.,(4 Credits)
STAT 2215Q.,Introduction to Statistics II.,(3 Credits)
STAT 2255.,Statistical Programming.,(3 Credits)
STAT 3005.,Biostatistics for Health Professions.,(3 Credits)
STAT 3025Q.,Statistical Methods.,(3 Credits)
STAT 3115Q.,Analysis of Experiments.,(3 Credits)
STAT 3215Q.,Applied Linear Regression in Data Science.,(3 Credits)
STAT 3255.,Introduction to Data Science.,(3 Credits)
STAT 3345Q.,Probability Models for Engineers.,(3 Credits)
STAT 3375Q.,Introduction to Mathematical Statistics I.,(3 Credits)
STAT 3445.,Introduction to Mathematical Statistics II.,(3 Credits)
STAT 3494W.,Undergraduate Seminar.,(1 Credit)
STAT 3515Q.,Design of Experiments.,(3 Credits)
STAT 3675Q.,Statistical Computing.,(4 Credits)
STAT 3965.,Elementary Stochastic Processes.,(3 Credits)
STAT 4185.,Special Topics.,(1-6 Credits)
STAT 4188.,Variable Topics.,(1-6 Credits)
STAT 4190.,Field Study Internship.,(1-3 Credits)
STAT 4255.,Introduction to Statistical Learning.,(3 Credits)
STAT 4299.,Independent Study.,(1-6 Credits)
STAT 4389.,Undergraduate Research.,(3 Credits)
STAT 4525.,Sampling Theory.,(3 Credits)
STAT 4625.,Introduction to Biostatistics.,(3 Credits)
STAT 4825.,Applied Time Series.,(3 Credits)
STAT 4845.,Applied Spatio-Temporal Statistics.,(3 Credits)
STAT 4875.,Nonparametric Methods.,(3 Credits)
STAT 4915.,Data Science in Action.,(3 Credits)
STAT 4916W.,Writing in Data Science.,(1 Credit)
SPSS 1060E.,"The Great American Lawn: History, Culture, and Sustainability.",(3 Credits)
SPSS 1100.,Turfgrass Management.,(3 Credits)
SPSS 1110.,Fundamentals of Horticulture.,(3 Credits)
SPSS 1115.,Turfgrass Management Lab.,(1 Credit)
SPSS 1120.,Introduction to Plant Science.,(4 Credits)
SPSS 1125E.,"Insects, Food and Culture.",(3 Credits)
SPSS 1150.,Agricultural Technology and Society.,(3 Credits)
SPSS 1300.,Introduction to Soil Science.,(3 Credits)
SPSS 2100E.,Environmental Sustainability of Food Production in Developed Countries.,(3 Credits)
SPSS 2110W.,Sustainable Plant Pest Management Communication.,(1 Credit)
SPSS 2120.,Environmental Soil Science.,(3 Credits)
SPSS 2125.,Soils Lab.,(1 Credit)
SPSS 2130.,Introduction to the Horticulture of Cannabis.,(3 Credits)
SPSS 2210.,Golf Course Management.,(3 Credits)
SPSS 2430.,Herbaceous Ornamental Plants.,(3 Credits)
SPSS 2500E.,Principles and Concepts of Agroecology.,(3 Credits)
SPSS 2520.,Floral Art.,(2 Credits)
SPSS 2560W.,Written Communications in Horticulture.,(1 Credit)
SPSS 3081.,Summer Internship Experience.,(0 Credits)
SPSS 3150.,Advanced Turfgrass Management.,(3 Credits)
SPSS 3210.,Molecular Laboratory Technology.,(3 Credits)
SPSS 3230.,"Biotechnology - Science, Application, Impact, Perception.",(3 Credits)
SPSS 3245.,Plant Breeding and Biotechnology.,(3 Credits)
SPSS 3255.,Modern and Traditional Plant Breeding Techniques.,(3 Credits)
SPSS 3300.,Principles of Turfgrass Irrigation Systems.,(3 Credits)
SPSS 3400.,Professional Development for Turfgrass Industries.,(2 Credits)
SPSS 3410.,"Woody Plants: Common Trees, Shrubs and Vines.",(3 Credits)
SPSS 3420.,Soil Chemistry Components.,(4 Credits)
SPSS 3440.,Small Fruit Production.,(3 Credits)
SPSS 3530.,Advanced Floral Design.,(2 Credits)
SPSS 3540.,Garden Center Management.,(3 Credits)
SPSS 3550.,Urban Plant Systems Construction and Maintenance.,(3 Credits)
SPSS 3560.,Indoor Plants and Interiorscaping.,(3 Credits)
SPSS 3610.,Organic and Sustainable Vegetable Production.,(4 Credits)
SPSS 3620.,Soil Fertility.,(3 Credits)
SPSS 3640.,Plant Propagation.,(3 Credits)
SPSS 3660.,Nursery Production.,(3 Credits)
SPSS 3660W.,Nursery Production.,(3 Credits)
SPSS 3670.,Greenhouse Technology and Operations.,(3 Credits)
SPSS 3675.,Greenhouse Technology and Operations Laboratory.,(1 Credit)
SPSS 3680.,Advanced Cannabis Horticulture: Cannabis Production.,(3 Credits)
SPSS 3810.,Fundamentals of Plant Pathology.,(3 Credits)
SPSS 3820.,Ecology and Control of Weeds.,(3 Credits)
SPSS 3830.,Horticultural Entomology.,(3 Credits)
SPSS 3840.,Integrated Pest Management.,(3 Credits)
SPSS 3990.,Field Study Internship.,(1-6 Credits)
SPSS 3995.,Special Topics.,(1-6 Credits)
SPSS 3996.,Undergraduate Research in Plant Science.,(1-6 Credits)
SPSS 3998.,Variable Topics in Plant Science.,(1-6 Credits)
SPSS 3999.,Independent Study.,(1-6 Credits)
SPSS 4210.,Plant Physiology: How Plants Work.,(3 Credits)
SPSS 4650.,Plant Tissue Culture.,(3 Credits)
TRST 3010.,Translating Literature: Practice and Theory.,(3 Credits)
TRST 3011.,The Art of Literary Translation.,(3 Credits)
TRST 3195.,Special Topics in Translation Studies.,(3 Credits)
UNIV 1730.,Holster Research Proposal Development.,(1 Credit)
UNIV 1784.,First-Year Honors Seminar.,(1 Credit)
UNIV 1800.,FYE University Learning Skills.,(1 Credit)
UNIV 1810.,FYE Learning Community Seminar.,(1 Credit)
UNIV 1820.,First Year Seminar.,(1 Credit)
UNIV 1840.,Learning Community Service-Learning.,(1 Credit)
UNIV 1881.,Supervised Internship Experience.,(1 Credit)
UNIV 1981.,Documented Internship Experience.,(0 Credits)
UNIV 1983.,International Study.,(1-17 Credits)
UNIV 1985.,Special Topics.,(1-6 Credits)
UNIV 1993.,International Study.,(1-17 Credits)
UNIV 1995.,Special Topics.,(1-6 Credits)
UNIV 1999.,Independent Study.,(1-6 Credits)
UNIV 2100.,Preparation for STEM Academic Research.,(1 Credit)
UNIV 2230.,"The BLACC Program, Black Leadership and Community Cultivation.",(1 Credit)
UNIV 2300.,Tutoring Principles for Quantitative Learning.,(1 Credit)
UNIV 2500.,"Gender, Sexuality and Community.",(3 Credits)
UNIV 2600.,Individualized Study Across Academic Disciplines.,(1 Credit)
UNIV 2820.,TYE: Transition Year Experience.,(1 Credit)
UNIV 2983.,International Study.,(1-17 Credits)
UNIV 2993.,International Study.,(1-17 Credits)
UNIV 3080.,Peer Mentor Leadership Development Course.,(3 Credits)
UNIV 3088.,Variable Topics.,(1-6 Credits)
UNIV 3098.,Variable Topics.,(1-6 Credits)
UNIV 3294.,Entrepreneurial Approaches to Community-Centered Innovation.,(2 Credits)
UNIV 3784.,Interdisciplinary Honors Seminar.,(3 Credits)
UNIV 3820.,Learning Community Advanced Seminar.,(1 Credit)
UNIV 3985.,Special Topics.,(1-6 Credits)
UNIV 3991.,Interdisciplinary Internship Field Experience.,(1-6 Credits)
UNIV 3993.,International Study.,(1-17 Credits)
UNIV 3995.,Special Topics.,(1-6 Credits)
UNIV 3999.,Independent Study.,(1-6 Credits)
UNIV 4600W.,Capstone Course.,(3 Credits)
UNIV 4697W.,Senior Thesis.,(3-6 Credits)
UNIV 4800.,Senior Year Experience.,(1 Credit)
UNIV 4820.,SYE Seminars.,(1 Credit)
UNIV 4840.,Senior Year Experience.,(1 Credit)
URBN 1200.,Global Urbanization.,(3 Credits)
URBN 1300.,Exploring Your Community.,(3 Credits)
URBN 1300W.,Exploring Your Community.,(3 Credits)
URBN 1400.,Site and Sound: Understanding Cities Through Popular Music.,(3 Credits)
URBN 1400W.,Site and Sound: Understanding Cities Through Popular Music.,(3 Credits)
URBN 1600.,Cities of Imagination.,(3 Credits)
URBN 1998.,Variable Topics.,(3 Credits)
URBN 2000.,Introduction to Urban and Community Studies.,(3 Credits)
URBN 2100.,Survey Research Methods.,(3 Credits)
URBN 2301Q.,Research Methods and Analysis in Urban and Community Studies.,(3 Credits)
URBN 2302.,Qualitative Methods in Urban and Community Studies.,(3 Credits)
URBN 2302W.,Qualitative Analysis of Urban and Community Studies.,(3 Credits)
URBN 2400.,City and Community in Film.,(3 Credits)
