a,Course_Title,Course_Credit
PHRX 5063.,Respiratory/Renal Module.,(4 Credits)
PHRX 5065.,Pharmacy Skills Development VI.,(2 Credits)
PHRX 5070.,Continuous Registration.,(0 Credits)
PHRX 5100.,Professional Experience in Community Pharmacy.,(4 Credits)
PHRX 5101.,Professional Experience in Health System Pharmacy.,(4 Credits)
PHRX 5102.,Professional Experience in Ambulatory Care.,(4 Credits)
PHRX 5103.,Professional Experience in General Medicine.,(4 Credits)
PHRX 5104.,Professional Experience in Cardiology.,(4 Credits)
PHRX 5105.,Professional Experience in Infectious Disease.,(4 Credits)
PHRX 5106.,Professional Experience in Oncology.,(4 Credits)
PHRX 5107.,Professional Experience in Psychiatry.,(4 Credits)
PHRX 5108.,Professional Experience in Pediatrics.,(4 Credits)
PHRX 5109.,Professional Experience in Geriatrics.,(4 Credits)
PHRX 5110.,Professional Experience in Community Pharmacy II.,(4 Credits)
PHRX 5111.,Professional Experience in Critical Care.,(4 Credits)
PHRX 5114.,Professional Experience in Emergency Medicine.,(4 Credits)
PHRX 5115.,Professional Experience in Home Health Care.,(4 Credits)
PHRX 5116.,Professional Experience in Health System Pharmacy II.,(4 Credits)
PHRX 5117.,Professional Experience in Industry.,(4 Credits)
PHRX 5118.,Professional Experience in Managed Care.,(4 Credits)
PHRX 5119.,Professional Experience in Nuclear Pharmacy.,(4 Credits)
PHRX 5122.,Professional Experience in Long-term Care.,(4 Credits)
PHRX 5123.,Professional Experience in Surgery.,(4 Credits)
PHRX 5124.,Professional Experience In General Medicine II.,(4 Credits)
PHRX 5125.,Professional Experience in Ambulatory Care II.,(4 Credits)
PHRX 5126.,Professional Experience in Anticoagulation Service.,(4 Credits)
PHRX 5128.,Professional Experience in Hospice Care.,(4 Credits)
PHRX 5133.,Professional Experience in Clinical Toxicology.,(4 Credits)
PHRX 5135.,Professional Experience in Investigational Drug Service.,(4 Credits)
PHRX 5136.,Professional Experience in Drug Information.,(4 Credits)
PHRX 5137.,Professional Experience in Pediatrics II.,(4 Credits)
PHRX 5138.,Professional Experience in Industry II.,(4 Credits)
PHRX 5139.,Professional Experience in a Professional Organization.,(4 Credits)
PHRX 5140.,Professional Experience at Food and Drug Administration (FDA).,(4 Credits)
PHRX 5141.,Professional Experience in Oncology II.,(4 Credits)
PHRX 5143.,Professional Experience in Psychiatry II.,(4 Credits)
PHRX 5146.,Professional Experience in Managed Care II.,(4 Credits)
PHRX 5147.,Professional Experience in International Pharmacy.,(4 Credits)
PHRX 5149.,Professional Experience in Critical Care II.,(4 Credits)
PHRX 5150.,Professional Experience in Pain Management.,(4 Credits)
PHRX 5152.,Professional Experience in Patient Safety.,(4 Credits)
PHRX 5153.,Professional Experience in Academia.,(4 Credits)
PHRX 5154.,Professional Experience in Organ Transplant.,(4 Credits)
PHRX 5155.,Professional Experience in International Pharmacy II.,(4 Credits)
PHRX 5157.,Professional Experience in Clinical-based Community Practice.,(4 Credits)
PHRX 5161.,Professional Experience in Pharmacy Informatics.,(4 Credits)
PHRX 5164.,Professional Experience in Infectious Disease II.,(4 Credits)
PHRX 5165.,Professional Experience in Management.,(4 Credits)
PHRX 5166.,Professional Experience in Research I.,(4 Credits)
PHRX 5167.,Professional Experience in Urban Service.,(4 Credits)
PHRX 5169.,Professional Experience in Leadership.,(4 Credits)
PHRX 5170.,Professional Experience in Medical Writing.,(4 Credits)
PHRX 5171.,Professional Experience in Antimicrobial Stewardship.,(4 Credits)
PHRX 5172.,Professional Experience in Health System-based Clinical Practice.,(4 Credits)
PHRX 5173.,Professional Experience Academic Leadership.,(4 Credits)
PHRX 5175.,Professional Experience in Population Health.,(4 Credits)
PHRX 5195.,Special Topics in Clinical Rotations.,(4 Credits)
PHRX 5199.,Professional Experience in Research II.,(4 Credits)
PHRX 5260.,P4 Professional Development I.,(0 Credits)
PHRX 5265.,P4 Professional Development II.,(0 Credits)
PHIL 1101.,Problems of Philosophy.,(3 Credits)
PHIL 1102.,Philosophy and Logic.,(3 Credits)
PHIL 1103.,Philosophical Classics.,(3 Credits)
PHIL 1104.,Philosophy and Social Ethics.,(3 Credits)
PHIL 1105.,Philosophy and Religion.,(3 Credits)
PHIL 1106.,Non-western and Comparative Philosophy.,(3 Credits)
PHIL 1107.,Philosophy and Gender.,(3 Credits)
PHIL 1108E.,Environmental Philosophy.,(3 Credits)
PHIL 1109.,Global Existentialism.,(3 Credits)
PHIL 1165W.,Philosophy and Literature.,(3 Credits)
PHIL 1175.,Ethical Issues in Health Care.,(3 Credits)
PHIL 2170W.,Bioethics and Human Rights in Cross-Cultural Perspective.,(3 Credits)
PHIL 2205.,Aesthetics.,(3 Credits)
PHIL 2208.,Epistemology.,(3 Credits)
PHIL 2210.,Metaphysics.,(3 Credits)
PHIL 2210W.,Metaphysics.,(3 Credits)
PHIL 2211Q.,Symbolic Logic I.,(3 Credits)
PHIL 2212.,Philosophy of Science.,(3 Credits)
PHIL 2212W.,Philosophy of Science.,(3 Credits)
PHIL 2215.,Ethics.,(3 Credits)
PHIL 2215W.,Ethics.,(3 Credits)
PHIL 2217.,Social and Political Philosophy.,(3 Credits)
PHIL 2221.,Ancient Greek Philosophy.,(3 Credits)
PHIL 2221W.,Ancient Greek Philosophy.,(3 Credits)
PHIL 2222.,Early Modern European Philosophy.,(3 Credits)
PHIL 2222W.,Early Modern European Philosophy.,(3 Credits)
PHIL 2410.,Know Thyself.,(3 Credits)
PHIL 3200.,Philosophical Issues in Contemporary Life.,(3 Credits)
PHIL 3202.,Data Ethics.,(3 Credits)
PHIL 3212E.,Philosophy and Global Climate Change.,(3 Credits)
PHIL 3214.,Symbolic Logic II.,(3 Credits)
PHIL 3216E.,Environmental Ethics.,(3 Credits)
PHIL 3218.,Feminist Theory.,(3 Credits)
PHIL 3219W.,Topics in Philosophy and Human Rights.,(3 Credits)
PHIL 3220W.,Philosophical Foundations of Human Rights.,(3 Credits)
PHIL 3224.,Nineteenth-Century Philosophy.,(3 Credits)
PHIL 3225W.,Analysis and Ordinary Language.,(3 Credits)
PHIL 3226.,Philosophy of Law.,(3 Credits)
PHIL 3228.,American Philosophy.,(3 Credits)
PHIL 3231.,Philosophy of Religion.,(3 Credits)
PHIL 3241.,Philosophy of Language.,(3 Credits)
PHIL 3247W.,Philosophy of Psychology.,(3 Credits)
PHIL 3250.,Philosophy of Mind.,(3 Credits)
PHIL 3250W.,Philosophy of Mind.,(3 Credits)
PHIL 3263.,Asian Philosophy.,(3 Credits)
PHIL 3264.,Classical Chinese Philosophy and Culture.,(3 Credits)
PHIL 3295.,Special Topics.,(1-6 Credits)
PHIL 3298.,Variable Topics.,(3 Credits)
PHIL 3299.,Independent Study.,(1-6 Credits)
PHIL 4293.,Foreign Study.,(1-6 Credits)
PHIL 4297W.,Senior Thesis in Philosophy.,(3 Credits)
PHIL 4995.,Special Topics.,(1-6 Credits)
PHIL 4998.,Variable Topics.,(3 Credits)
PHYS 1010Q.,Elements Of Physics.,(4 Credits)
PHYS 1020Q.,Introductory Astronomy.,(3 Credits)
PHYS 1025Q.,Introductory Astronomy with Laboratory.,(4 Credits)
PHYS 1030Q.,Physics of the Environment.,(3 Credits)
PHYS 1040QE.,Cosmic Origins of Life.,(3 Credits)
PHYS 1075Q.,Physics of Music.,(4 Credits)
PHYS 1201Q.,General Physics I.,(4 Credits)
PHYS 1202Q.,General Physics II.,(4 Credits)
PHYS 1230.,General Physics Problems.,(3 Credits)
PHYS 1401Q.,General Physics with Calculus I.,(4 Credits)
PHYS 1402Q.,General Physics with Calculus II.,(4 Credits)
PHYS 1501Q.,Physics for Engineers I.,(4 Credits)
PHYS 1502Q.,Physics for Engineers II.,(4 Credits)
PHYS 1600Q.,Introduction to Modern Physics.,(4 Credits)
PHYS 1601Q.,Fundamentals of Physics I.,(4 Credits)
PHYS 1602Q.,Fundamentals of Physics II.,(4 Credits)
PHYS 2200.,Computational Physics.,(3 Credits)
PHYS 2300.,The Development of Quantum Physics.,(3 Credits)
PHYS 2400.,Mathematical Methods for the Physical Sciences.,(3 Credits)
PHYS 2501W.,Advanced Undergraduate Laboratory.,(4 Credits)
PHYS 2701.,Foundations of Modern Astrophysics.,(3 Credits)
PHYS 2702.,Techniques of Modern Astrophysics.,(3 Credits)
PHYS 3101.,Mechanics I.,(3 Credits)
PHYS 3102.,Mechanics II.,(3 Credits)
PHYS 3150.,Electronics.,(3 Credits)
PHYS 3201.,Electricity and Magnetism I.,(3 Credits)
PHYS 3202.,Electricity and Magnetism II.,(3 Credits)
PHYS 3300.,Statistical and Thermal Physics.,(3 Credits)
PHYS 3401.,Quantum Mechanics I.,(3 Credits)
PHYS 3402.,Quantum Mechanics II.,(3 Credits)
PHYS 3501.,Modern Experimental Methods.,(3 Credits)
PHYS 3989.,Undergraduate Research.,(1-3 Credits)
PHYS 4093.,Foreign Study.,(1-3 Credits)
PHYS 4095.,Special Topics.,(1-3 Credits)
PHYS 4096W.,Research Thesis in Physics.,(3 Credits)
PHYS 4098.,Variable Topics.,(3 Credits)
PHYS 4099.,Independent Study.,(1-3 Credits)
PHYS 4100.,Physics of the Earth's Interior.,(3 Credits)
PHYS 4130.,Fundamentals of Planetary Science.,(3 Credits)
PHYS 4140.,Principles of Lasers.,(3 Credits)
PHYS 4150.,Optics.,(4 Credits)
PHYS 4210.,Introduction to Solid State Physics.,(3 Credits)
PHYS 4350.,Nuclei and Particles.,(3 Credits)
PHYS 4710.,Stars and Compact Objects.,(3 Credits)
PHYS 4720.,Galaxies and the Interstellar Medium.,(3 Credits)
PHYS 4730.,General Relativity and Cosmology.,(3 Credits)
PHYS 4740.,Advanced Methods in Astrophysics.,(3 Credits)
PNB 1000.,Introduction to Academic and Scientific Methods in Physiology and Neurobiology.,(2 Credits)
PNB 1195.,Special Topics.,(1-6 Credits)
PNB 1201.,Learning by Experiencing and Applying Physiological Principles I.,(1 Credit)
PNB 2201.,Learning by Experiencing and Applying Physiological Principles II.,(2 Credits)
PNB 2250.,Comparative Animal Physiology.,(3 Credits)
PNB 2264.,Human Physiology and Anatomy.,(4 Credits)
PNB 2265.,Human Physiology and Anatomy.,(4 Credits)
PNB 2274.,Enhanced Human Physiology and Anatomy.,(4 Credits)
PNB 2275.,Enhanced Human Physiology and Anatomy.,(4 Credits)
PNB 2774.,Enhanced Human Physiology and Anatomy I.,(4 Credits)
PNB 2775.,Enhanced Human Physiology and Anatomy II.,(4 Credits)
PNB 2776.,Enhanced Human Physiology and Anatomy Laboratory.,(2 Credits)
PNB 3120W.,Public Communication of Physiology and Neurobiology.,(3 Credits)
PNB 3178.,Introduction to Drosophila Models in Physiology and Neurobiology Research.,(2 Credits)
PNB 3179.,Molecular Physiology in Drosophila Models.,(2 Credits)
PNB 3180.,Field Study in Physiology and Neurobiology.,(1-4 Credits)
PNB 3251.,Biology of the Brain.,(3 Credits)
PNB 3252.,Physiological Model Systems.,(3 Credits)
PNB 3253W.,Current Topics in Molecular and Developmental Neurobiology.,(3 Credits)
PNB 3255.,Human Neuroanatomy.,(2 Credits)
PNB 3257.,Development of the Brain.,(3 Credits)
PNB 3260.,Stem Cell Biology.,(3 Credits)
PNB 3263WQ.,Investigations in Neurobiology.,(3 Credits)
PNB 3264W.,Molecular Principles of Physiology.,(4 Credits)
PNB 3265.,Comparative Endocrinology.,(3 Credits)
PNB 3270.,Molecular Endocrinology.,(3 Credits)
PNB 3275.,Biology of Synaptic Transmission.,(2 Credits)
PNB 3278.,Patient and the Healer.,(2 Credits)
PNB 3293.,Foreign Study.,(1-6 Credits)
PNB 3294.,Undergraduate Seminar.,(1-6 Credits)
PNB 3295.,Special Topics.,(1-6 Credits)
PNB 3296.,Undergraduate Research in Physiology and Neurobiology.,(1-4 Credits)
PNB 3298.,Variable Topics.,(3 Credits)
PNB 3299.,Independent Study.,(1-6 Credits)
PNB 3350.,Membrane Transport in Health and Disease.,(3 Credits)
PNB 3500.,Cardiorespiratory Physiology.,(2 Credits)
PNB 3700.,Sensory Physiology.,(3 Credits)
PNB 4296.,Honors Undergraduate Research In Physiology and Neurobiology.,(1-3 Credits)
PNB 4297W.,Senior Research Thesis in Physiology and Neurobiology.,(3 Credits)
PNB 4400.,Biology of Nervous System Diseases.,(3 Credits)
SAPL 101.,Environmental Sustainability of Food Production in Developed Countries.,(3 Credits)
SAPL 110.,Turfgrass Management.,(3 Credits)
SAPL 115.,Turfgrass Management Laboratory.,(1 Credit)
SAPL 120.,Introduction to Plant Science.,(4 Credits)
SAPL 130.,Introduction to the Horticulture of Cannabis.,(3 Credits)
SAPL 160.,"The Great American Lawn: History, Culture and Sustainability.",(3 Credits)
SAPL 210.,Golf Course Management.,(3 Credits)
SAPL 211.,Landscape Architecture: Graphics I - Design Drawing.,(4 Credits)
SAPL 230.,Principles of Turfgrass Irrigation Systems.,(3 Credits)
SAPL 240.,Professional Development for Turfgrass Industries.,(2 Credits)
SAPL 300.,Introduction to Soil Science.,(3 Credits)
SAPL 315.,Advanced Turfgrass Management.,(3 Credits)
SAPL 410.,"Woody Plants: Common Trees, Shrubs and Vines.",(3 Credits)
SAPL 430.,Herbaceous Ornamental Plants.,(3 Credits)
SAPL 440.,Small Fruit Production.,(3 Credits)
SAPL 500.,Principles and Concepts of Agroecology.,(3 Credits)
SAPL 520.,Floral Art.,(2 Credits)
SAPL 540.,Garden Center Management.,(3 Credits)
SAPL 550.,Urban Plant Systems: Construction and Maintenance.,(3 Credits)
SAPL 560.,Indoor Plants and Interiorscaping.,(3 Credits)
SAPL 620.,Vegetable Production.,(4 Credits)
SAPL 640.,Plant Propagation.,(3 Credits)
SAPL 660.,Nursery Production.,(3 Credits)
SAPL 670.,Greenhouse Technology and Operations.,(3 Credits)
SAPL 675.,Greenhouse Management Field Study.,(1 Credit)
SAPL 680.,Advanced Cannabis Horticulture.,(3 Credits)
SAPL 810.,Plant Pest Control.,(3 Credits)
SAPL 840.,Integrated Pest Management.,(3 Credits)
SAPL 991.,Internship.,(1-6 Credits)
SAPL 995.,Special Topics.,(1-6 Credits)
SAPL 999.,Independent Study.,(1-6 Credits)
PLSH 1193.,Foreign Study.,(1-6 Credits)
PLSH 3293.,Foreign Study.,(1-6 Credits)
PLSH 3295.,Special Topics.,(1-6 Credits)
PLSH 3298.,Variable Topics.,(3 Credits)
PLSH 3299.,Independent Study.,(1-6 Credits)
POLS 1002.,Introduction to Political Theory.,(3 Credits)
POLS 1202.,Introduction to Comparative Politics.,(3 Credits)
POLS 1207.,Introduction to Nonwestern Politics.,(3 Credits)
POLS 1402.,Introduction to International Relations.,(3 Credits)
POLS 1402W.,Introduction to International Relations.,(3 Credits)
POLS 1602.,Introduction to American Politics.,(3 Credits)
POLS 1602W.,Introduction to American Politics.,(3 Credits)
POLS 1996.,Introduction to Research.,(1-4 Credits)
POLS 2023.,Political Theory in Film.,(3 Credits)
POLS 2062.,Privacy in the Information Age.,(3 Credits)
POLS 2062W.,Privacy in the Information Age.,(3 Credits)
POLS 2072Q.,Quantitative Analysis in Political Science.,(3 Credits)
POLS 2073Q.,Advanced Quantitative Methods in Political Science.,(3 Credits)
POLS 2221.,Introduction to Government and Politics in the Middle East and North Africa.,(3 Credits)
POLS 2221W.,Introduction to Government and Politics in the Middle East and North Africa.,(3 Credits)
POLS 2222.,Political Institutions and Behavior in Western Europe.,(3 Credits)
POLS 2429.,Political Violence.,(3 Credits)
POLS 2450.,Nuclear Security.,(3 Credits)
POLS 2460E.,Maritime Politics.,(3 Credits)
POLS 2602W.,Religion and Politics in America.,(3 Credits)
POLS 2607.,American Political Parties.,(3 Credits)
POLS 2607W.,American Political Parties.,(3 Credits)
POLS 2622.,State and Local Government.,(3 Credits)
POLS 2803W.,Legal Reasoning and Writing.,(3 Credits)
POLS 2807.,Women and the Law.,(3 Credits)
POLS 2807W.,Women and the Law.,(3 Credits)
POLS 2827W.,Criminal Justice in Practice.,(3 Credits)
POLS 2995.,Special Topics in Political Issues.,(3 Credits)
POLS 2996.,Directed Research I.,(1-4 Credits)
POLS 2998.,Variable Topics in Contemporary Political Issues.,(3 Credits)
POLS 2998W.,Variable Topics in Contemporary Political Issues.,(3 Credits)
POLS 3002.,Classical and Medieval Political Theory.,(3 Credits)
POLS 3012.,Modern Political Theory.,(3 Credits)
POLS 3017.,Contemporary Political Theory.,(3 Credits)
POLS 3019W.,Black Political Thought.,(3 Credits)
POLS 3022W.,Western Marxist Tradition.,(3 Credits)
POLS 3025.,Political Theory and Popular Music.,(3 Credits)
POLS 3027W.,Historical Women Political Thinkers.,(3 Credits)
POLS 3032.,American Political Thought and Ideology.,(3 Credits)
POLS 3040.,"Power, Politics and Art.",(3 Credits)
POLS 3042.,Theories of Human Rights.,(3 Credits)
POLS 3062.,Democratic Theory.,(3 Credits)
POLS 3072.,Political Protest and Ideology.,(3 Credits)
POLS 3082.,Critical Race Theory as Political Theory.,(3 Credits)
POLS 3202.,Comparative Political Parties and Electoral Systems.,(3 Credits)
POLS 3202W.,Comparative Political Parties and Electoral Systems.,(3 Credits)
POLS 3203.,Environmental Policy and Institutions.,(3 Credits)
POLS 3205.,Voting Behavior and Public Opinion Around the World.,(3 Credits)
POLS 3206.,Comparative Political Economy.,(3 Credits)
POLS 3208W.,Politics of Oil.,(3 Credits)
POLS 3209.,Sustainable Energy in the 21st Century.,(3 Credits)
POLS 3212.,Comparative Perspectives on Human Rights.,(3 Credits)
POLS 3214.,Comparative Social Policy.,(3 Credits)
POLS 3216.,Women in Political Development.,(3 Credits)
POLS 3228.,Politics of Russia and the Former Soviet Union.,(3 Credits)
POLS 3235.,Latin American Politics.,(3 Credits)
POLS 3245.,Chinese Politics and Economy.,(3 Credits)
POLS 3247.,Gender and War.,(3 Credits)
POLS 3249.,Gender Politics and Islam.,(3 Credits)
POLS 3250.,The Political Economy of East Asia.,(3 Credits)
POLS 3250W.,The Political Economy of East Asia.,(3 Credits)
POLS 3252.,Politics In Africa.,(3 Credits)
POLS 3256.,Politics and Human Rights in Global Supply Chains.,(3 Credits)
POLS 3256W.,Politics and Human Rights in Global Supply Chains.,(3 Credits)
POLS 3402.,Contemporary International Politics.,(3 Credits)
POLS 3406.,Globalization and Political Change.,(3 Credits)
POLS 3406W.,Globalization and Political Change.,(3 Credits)
POLS 3410.,International Political Economy.,(3 Credits)
POLS 3412.,Global Environmental Politics.,(3 Credits)
POLS 3413.,International Security.,(3 Credits)
POLS 3413W.,International Security.,(3 Credits)
POLS 3414.,National and International Security.,(3 Credits)
POLS 3418.,International Organizations and Law.,(3 Credits)
POLS 3418W.,International Organizations and Law.,(3 Credits)
POLS 3426.,"Politics, Propaganda, and Cinema.",(3 Credits)
POLS 3428.,The Politics of Torture.,(3 Credits)
POLS 3430.,Evaluating Human Rights Practices of Countries.,(3 Credits)
POLS 3434W.,Honors Core: Excavating the International in Everyday Practices.,(3 Credits)
POLS 3437.,Recent American Diplomacy.,(3 Credits)
POLS 3442.,The Politics of American Foreign Policy.,(3 Credits)
POLS 3450.,War and Technological Change.,(3 Credits)
POLS 3462.,International Relations of the Middle East.,(3 Credits)
POLS 3464.,Arab-Israeli Conflict.,(3 Credits)
POLS 3464W.,Arab-Israeli Conflict.,(3 Credits)
POLS 3600.,Making the Modern American Presidency.,(3 Credits)
POLS 3601.,Modern American Presidency.,(3 Credits)
POLS 3602.,The Presidency and Congress.,(3 Credits)
POLS 3603WQ.,Congressional Apportionment and Redistricting.,(3 Credits)
POLS 3604.,Congress in Theory and Practice.,(3 Credits)
POLS 3606.,How to Fix an Election: The Politics of Election Administration in the United States.,(3 Credits)
POLS 3608.,"The Art, Science, and Business of Political Campaigns.",(3 Credits)
POLS 3610W.,American Politics in Film.,(3 Credits)
POLS 3612.,Electoral Behavior.,(3 Credits)
POLS 3613.,Congressional Elections.,(3 Credits)
POLS 3617.,American Political Economy.,(3 Credits)
POLS 3618.,Politics of Inequality.,(3 Credits)
POLS 3622.,American Political Leadership.,(3 Credits)
POLS 3625.,Public Opinion.,(3 Credits)
POLS 3625W.,Public Opinion.,(3 Credits)
POLS 3627.,Connecticut State and Municipal Politics.,(3 Credits)
POLS 3628.,Connecticut General Assembly.,(3 Credits)
POLS 3632.,Urban Politics.,(3 Credits)
POLS 3632W.,Urban Politics.,(3 Credits)
POLS 3633.,Race and Policy.,(3 Credits)
POLS 3642.,African-American Politics.,(3 Credits)
POLS 3647.,Black Leadership and Civil Rights.,(3 Credits)
POLS 3652.,Black Feminist Politics.,(3 Credits)
POLS 3662.,Latino Political Behavior.,(3 Credits)
POLS 3667.,Puerto Rican Politics and Culture.,(3 Credits)
POLS 3672.,Women and Politics.,(3 Credits)
POLS 3675.,Practicum in Campaigns and Elections in the United States.,(4 Credits)
POLS 3710.,Political Science Fiction.,(3 Credits)
POLS 3802.,Constitutional Law.,(3 Credits)
POLS 3807.,Constitutional Rights and Liberties.,(3 Credits)
POLS 3812.,Judiciary in the Political Process.,(3 Credits)
POLS 3815.,United States Constitutional Dictatorships.,(3 Credits)
POLS 3817.,Law and Society.,(3 Credits)
POLS 3822.,Law and Popular Culture.,(3 Credits)
POLS 3822W.,Law and Popular Culture.,(3 Credits)
POLS 3827.,Politics of Crime and Justice.,(3 Credits)
POLS 3832.,Maritime Law.,(3 Credits)
POLS 3834.,Immigration and Transborder Politics.,(3 Credits)
POLS 3842.,Public Administration.,(3 Credits)
POLS 3847.,The Policy-making Process.,(3 Credits)
POLS 3857.,"Politics, Society, and Education Policy.",(3 Credits)
POLS 3991.,Supervised Field Work.,(1-12 Credits)
POLS 3993.,Foreign Study.,(1-15 Credits)
POLS 3995.,Special Topics.,(1-3 Credits)
POLS 3996.,Directed Research II.,(1-4 Credits)
POLS 3999.,Independent Study.,(1-6 Credits)
POLS 4894.,Political Science Colloquium.,(1 Credit)
POLS 4994.,Senior Seminar.,(3 Credits)
POLS 4997W.,Senior Thesis.,(3 Credits)
PORT 1101.,Elementary Portuguese I.,(4 Credits)
PORT 1102.,Elementary Portuguese II.,(4 Credits)
PORT 1103.,Intermediate Portuguese I.,(4 Credits)
PORT 1104.,Intermediate Portuguese II.,(4 Credits)
PORT 1193.,Foreign Study.,(1-6 Credits)
PORT 3293.,Foreign Study.,(1-6 Credits)
PORT 3295.,Special Topics.,(1-6 Credits)
PORT 3298.,Variable Topics.,(3 Credits)
PORT 3299.,Independent Study.,(1-6 Credits)
PSYC 1100.,General Psychology I.,(3 Credits)
PSYC 1101.,General Psychology II.,(3 Credits)
PSYC 1103.,General Psychology II (Enhanced).,(4 Credits)
PSYC 2100Q.,Principles of Research in Psychology.,(4 Credits)
PSYC 2100WQ.,Principles of Research in Psychology.,(4 Credits)
PSYC 2101.,Introduction to Multicultural Psychology.,(3 Credits)
PSYC 2110.,Psychology of Human Sexuality.,(3 Credits)
PSYC 2200.,Physiological Psychology.,(3 Credits)
PSYC 2201.,Drugs And Behavior.,(3 Credits)
PSYC 2208.,Sensory Systems Neuroscience.,(3 Credits)
PSYC 2209.,Learning and Memory: From Brain to Behavior.,(3 Credits)
PSYC 2300.,Abnormal Psychology.,(3 Credits)
PSYC 2301.,The Study of Personality.,(3 Credits)
PSYC 2400.,Developmental Psychology.,(3 Credits)
PSYC 2500.,Learning.,(3 Credits)
PSYC 2501.,Cognitive Psychology.,(3 Credits)
PSYC 2502.,Science of Learning and Art of Scientific Communication.,(3 Credits)
PSYC 2600.,Industrial/Organizational Psychology.,(3 Credits)
PSYC 2700.,Social Psychology.,(3 Credits)
PSYC 2701.,Social Psychology of Multiculturalism.,(3 Credits)
PSYC 3100.,The History and Systems of Psychology.,(3 Credits)
PSYC 3100W.,The History and Systems of Psychology.,(3 Credits)
PSYC 3101.,Psychological Testing.,(3 Credits)
PSYC 3102.,Psychology of Women.,(3 Credits)
PSYC 3104E.,Environmental Psychology.,(3 Credits)
PSYC 3105.,Health Psychology.,(3 Credits)
PSYC 3106.,Black Psychology.,(3 Credits)
PSYC 3107.,Latinx Psychology.,(3 Credits)
PSYC 3201.,Animal Behavior.,(3 Credits)
PSYC 3241.,Motivation and Emotion.,(3 Credits)
PSYC 3250W.,Laboratory in Animal Behavior and Learning.,(3 Credits)
PSYC 3251.,Laboratory in Physiological Psychology.,(3 Credits)
PSYC 3252.,Drugs and Behavior Laboratory.,(3 Credits)
PSYC 3253.,Sensory Neuroscience Laboratory.,(3 Credits)
PSYC 3270.,Current Topics in Behavioral Neuroscience.,(3 Credits)
PSYC 3300.,Abnormal Child Psychology.,(3 Credits)
PSYC 3301.,Introduction to Clinical Psychology.,(3 Credits)
PSYC 3370W.,Current Topics in Clinical Psychology.,(3 Credits)
PSYC 3405.,Social Development.,(3 Credits)
PSYC 3440.,Developmental Cognitive Neuroscience.,(3 Credits)
PSYC 3450W.,Laboratory in Developmental Psychology.,(4 Credits)
PSYC 3470.,Current Topics in Developmental Psychology.,(3 Credits)
PSYC 3470W.,Current Topics in Developmental Psychology.,(3 Credits)
PSYC 3500.,The Psychology of Language.,(3 Credits)
PSYC 3501.,Sensation and Perception.,(3 Credits)
PSYC 3502.,Psychology of Consciousness.,(3 Credits)
PSYC 3503.,Computer Modeling of Cognitive Processes.,(3 Credits)
PSYC 3504.,Music Perception and Cognition.,(3 Credits)
PSYC 3550W.,Laboratory in Cognition.,(3 Credits)
PSYC 3552.,Laboratory in Sensation and Perception.,(3 Credits)
PSYC 3600.,Social-Organizational Psychology.,(3 Credits)
PSYC 3601.,Human Factors Design.,(3 Credits)
PSYC 3644.,Occupational Health Psychology.,(3 Credits)
PSYC 3701W.,Psychology of the Arts.,(3 Credits)
PSYC 3750.,Laboratory in Social Psychology.,(3 Credits)
PSYC 3750W.,Laboratory in Social Psychology.,(3 Credits)
PSYC 3770.,Current Topics in Social Psychology.,(3 Credits)
PSYC 3770W.,Current Topics in Social Psychology.,(3 Credits)
PSYC 3771.,Prejudice and Conflict.,(3 Credits)
PSYC 3880.,Field Experience.,(1-6 Credits)
PSYC 3883.,Foreign Study.,(1-6 Credits)
PSYC 3884.,Seminar in Psychology.,(3 Credits)
PSYC 3885.,Special Topics.,(1-6 Credits)
PSYC 3889.,Undergraduate Research.,(1-6 Credits)
PSYC 3899.,Independent Study.,(1-6 Credits)
PSYC 4197W.,Senior Thesis in Psychology.,(3 Credits)
PUBH 1001.,Introduction to Public Health.,(3 Credits)
PUBH 3001.,Introduction to Epidemiology.,(3 Credits)
PUBH 3303.,"Disability Law, Policy, Ethics, and Advocacy.",(3 Credits)
PP 1001.,Introduction to Public Policy.,(3 Credits)
PP 2100.,Survey Research Methods.,(3 Credits)
PP 3020W.,Cases in Public Policy.,(3 Credits)
PP 3030.,Public Opinion.,(3 Credits)
PP 3030W.,Public Opinion.,(3 Credits)
PP 3032.,Budgeting in Public Service Organizations.,(3 Credits)
PP 3033.,Race and Policy.,(3 Credits)
PP 3091.,Internship.,(1-12 Credits)
PP 3098.,Public Policy Issues.,(3 Credits)
PP 3099.,Independent Study.,(1-9 Credits)
PP 3203.,Environmental Policy and Institutions.,(3 Credits)
PP 4034.,Social Policy.,(3 Credits)
PP 4095.,Special Topics.,(1-6 Credits)
PP 4346.,Child and Family Policy.,(3 Credits)
RUSS 1193.,Foreign Study.,(1-6 Credits)
RUSS 3293.,Foreign Study.,(1-6 Credits)
RUSS 3295.,Special Topics.,(1-6 Credits)
RUSS 3298.,Variable Topics.,(3 Credits)
RUSS 3299.,Independent Study.,(1-6 Credits)
SOWK 2995.,Special Topics in Social Work.,(1-3 Credits)
SOWK 3000.,The Social Work Profession and Practice.,(3 Credits)
SOWK 3100.,Human Behavior and Social Environment I.,(3 Credits)
SOWK 3101.,Human Behavior and Social Environment II.,(3 Credits)
SOWK 3200.,Social Welfare Policy and Services.,(3 Credits)
SOWK 3201.,Advocacy for Social Policy Change.,(3 Credits)
