Course_Code,Course_Title,Course_Credit
MUSI 3222,"Applied Music, Advanced Course: Saxophone",1-3 Units
MUSI 3222,"Applied Music, Advanced Course: String Bass",1-3 Units
MUSI 3222,"Applied Music, Advanced Course: Trombone",1-3 Units
MUSI 3222,"Applied Music, Advanced Course: Trumpet",1-3 Units
MUSI 3222,"Applied Music, Advanced Course: Tuba",1-3 Units
MUSI 3222,"Applied Music, Advanced Course: Viola",1-3 Units
MUSI 3222,"Applied Music, Advanced Course: Violin",1-3 Units
MUSI 3222,"Applied Music, Advanced Course: Voice",1-3 Units
MUSI 3231,Vocal Pedagogy,2 Units
MUSI 3233,Instrumental Pedagogy,2 Units
MUSI 3234,Instrumental Literature and Performance: Woodwinds,2 Units
MUSI 3312,Ear Training and Musicianship IV,1 Unit
MUSI 3314,Harmony IV,3 Units
MUSI 3322W,Form and Analysis II,3 Units
MUSI 3332,Composition II,2 Units
MUSI 3341,Introduction to Electronic Composition,3 Units
MUSI 3342,Arranging for Music Educators,2 Units
MUSI 3405,Music History from 1750 to the New Millennium,3 Units
MUSI 3407W,History of Jazz,3 Units
MUSI 3410W,"Music, History, and Ideas",3 Units
MUSI 3632,Jazz Arranging II,2 Units
MUSI 3722,Vocal Literature II,2 Units
MUSI 3982,Practicum in Music: Brass Conversion,1-15 Units
MUSI 3982,Practicum in Music: UCMB Leadership,1-15 Units
MUSI 3982,Practicum in Music: Winter Color Guard,1 Unit
MUSI 3982,Practicum in Music: Winter Drumline,1-15 Units
MUSI 3982,Practicum in Music: Winter Front Ensemble,1-15 Units
MUSI 4333,Composition III,2 Units
MUSI 4339,Composition Forum,1 Unit
MUSI 4732,Conducting II: Choral,2 Units
MUSI 4733,Conducting II: Instrumental,2 Units
MUSI 4979,Senior Recital,0 Units
MUSI 4995,Special Topics: Schenkerian Analysis,3 Units
MUSI 4999,Independent Study,1-12 Units
NRE 1000E,Environmental Science,3 Units
NRE 1235E,Environmental Conservation,3 Units
NRE 1250,Community Engagement for Environmental Action,1 Unit
NRE 2000,Introduction to Geomatics,4 Units
NRE 2550,Nature-based Outdoor Recreation Resource Management,3 Units
NRE 2600E,Global Sustainable Natural Resources,3 Units
NRE 3105,Wetlands Biology and Conservation,3 Units
NRE 3115,Air Pollution,3 Units
NRE 3150,Green Stormwater Infrastructure Practices,3 Units
NRE 3201,Conservation Law Enforcement,3 Units
NRE 3305,African Field Ecology and Renewable Resources Management,4 Units
NRE 3335,Wildlife Management,3 Units
NRE 3500,Exurban Silviculture,4 Units
NRE 3690,Field Study Internship,1-6 Units
NRE 3699,Independent Study,1-6 Units
NRE 4000W,Natural Resources Planning and Management,3 Units
NRE 4094,Seminar,1 Unit
NRE 4180,Climate Change Adaptation Science,3 Units
NRE 4340,Ecotoxicology,3 Units
NRE 4370,Population Dynamics,3 Units
NRE 4425,Urban and Community Forestry,3 Units
NRE 4696,Undergraduate Research in Natural Resources,2-6 Units
NRE 4697W,Undergraduate Research Thesis in Natural Resources,3 Units
NURS 1131,Introduction to the Discipline of Nursing,3 Units
NURS 1175W,The End of Life: A Multicultural Interdisciplinary Experience,3 Units
NURS 2175,Global Politics of Childbearing and Reproduction,3 Units
NURS 3110,Clinical Science II,3 Units
NURS 3120,Patient Centered Health Assessment Across the Lifespan,3 Units
NURS 3225,Ethical Ways of Knowing,3 Units
NURS 3334,Theory and Nursing Practice for Perinatal and Women's Health,6 Units
NURS 3444,Theory and Nursing Practice for Child Health,6 Units
NURS 3554,Theory and Nursing Practice for Behavioral Health,6 Units
NURS 3664,Theory and Nursing Practice for Acutely Ill Adults,6 Units
NURS 4250E,Public Health Nursing,3 Units
NURS 4282,Nursing Leadership and Capstone Practicum,9 Units
NURS 4299,Independent Study,1-6 Units
NURS 4300,Clinical Science: Pharmacology and Pathophysiology,3 Units
NURS 4304,Health Assessment and Fundamentals of Nursing Praxis,12 Units
NURS 4597W,Senior Thesis in Nursing,3 Units
NUSC 1161,Husky Reads: Introducing Food and Nutrition to Children through Reading,2 Units
NUSC 1165,Fundamentals of Nutrition,3 Units
NUSC 1167,"Food, Culture and Society",3 Units
NUSC 1645,The Science of Food,3 Units
NUSC 2200,Nutrition and Human Development,3 Units
NUSC 3180,Experience in Community Nutrition,1-6 Units
NUSC 3230,Community Nutrition,3 Units
NUSC 3250,Medical Nutrition Therapy II,3 Units
NUSC 3271,Food Services Systems Management Laboratory/Discussion,2 Units
NUSC 3272,Food Service Systems Management I,2 Units
NUSC 3291,Nutritional Sciences Internship,1-3 Units
NUSC 3350,Nutrient and Food Analysis,3 Units
NUSC 3782,Experience in Food Service Systems Management,1-6 Units
NUSC 4236,Nutritional Biochemistry and Metabolism,4 Units
NUSC 4237W,Writing in Nutritional Sciences,1 Unit
NUSC 4270,Immunological Mechanisms of Disease,3 Units
NUSC 4297W,Senior Thesis in Nutrition,3 Units
NUSC 4299,Independent Study,1-3 Units
OPIM 3103,Business Information Systems,3 Units
OPIM 3104,Operations Management,3 Units
OPIM 3203,Analytics for Business Intelligence,3 Units
OPIM 3204,Database Design and Management,3 Units
OPIM 3207,Information Security,3 Units
OPIM 3211,Systems Analysis and Design,3 Units
OPIM 3301,Spreadsheet Modeling for Business Analysis,3 Units
OPIM 3302,Data Visualization,3 Units
OPIM 3401,Business Software Development,3 Units
OPIM 3402,Mobile Application Development,3 Units
OPIM 3505,Business Database Management,3 Units
OPIM 3510,Business Data Analytics I,3 Units
OPIM 3511,Business Data Analytics II,3 Units
OPIM 3512,Project Management for Business Data Analytics,3 Units
OPIM 3601,Managerial Supply Chain Management,3 Units
OPIM 3602,Supply Chain Logistics,3 Units
OPIM 3603,Project Management and Planning,3 Units
OPIM 3701,Network Design and Applications,3 Units
OPIM 3702,"Risk, Trust, and Modern Security",3 Units
OPIM 3806,Introduction to Cryptocurrency and Blockchain Technology,3 Units
OPIM 4895,Special Topics: AI Literacy: Navigating the Future of Business,3 Units
OPIM 4899,Independent Study,1-6 Units
OPIM 4996,Independent Honors Research in OPIM,3 Units
OPIM 4997,Senior Thesis in Operations and Information Management,3 Units
PATH 1100E,"One Health: People, Animals, Plants, and the Environment",3 Units
PATH 1202,Fundamental Biomedical Laboratory Techniques,2 Units
PATH 2301,Health and Disease Management of Animals,3 Units
PATH 2720,Medical Microbiology: Viruses and Parasites,4 Units
PATH 3094W,Seminar,2 Units
PATH 3095,Special Topics: Systems Pathophysiology II Laboratory,1 Unit
PATH 3099,Independent Study,1-6 Units
PATH 3401,Immunobiology,3 Units
PATH 3501,Diagnostic Techniques for the Biomedical Sciences,2 Units
PATH 3700,Emerging Infectious Diseases and Pandemics,3 Units
PATH 3820,Systems Pathophysiology II,3 Units
PATH 4000,Bioinformatics in Molecular Epidemiology of Infectious Diseases,3 Units
PATH 4197W,Pathobiology Honors Thesis,3 Units
PHAR 3097W,Honors Thesis in Pharmacy,3 Units
PHAR 3099,Undergraduate Research,1-6 Units
PHIL 1101,Problems of Philosophy,3 Units
PHIL 1102,Philosophy and Logic,3 Units
PHIL 1104,Philosophy and Social Ethics,3 Units
PHIL 1107,Philosophy and Gender,3 Units
PHIL 1108E,Environmental Philosophy,3 Units
PHIL 1109,Global Existentialism,3 Units
PHIL 1165W,Philosophy and Literature,3 Units
PHIL 1175,Ethical Issues in Health Care,3 Units
PHIL 2208,Epistemology,3 Units
PHIL 2211Q,Symbolic Logic I,3 Units
PHIL 2215,Ethics,3 Units
PHIL 2215W,Ethics,3 Units
PHIL 2217,Social and Political Philosophy,3 Units
PHIL 2221,Ancient Greek Philosophy,3 Units
PHIL 2222,Early Modern European Philosophy,3 Units
PHIL 2410,Know Thyself,3 Units
PHIL 3212E,Philosophy and Global Climate Change,3 Units
PHIL 3214,Symbolic Logic II,3 Units
PHIL 3218,Feminist Theory,3 Units
PHIL 3219W,Topics in Philosophy and Human Rights,3 Units
PHIL 3228,American Philosophy,3 Units
PHIL 3250W,Philosophy of Mind,3 Units
PHIL 3298,Variable Topics: Paradoxes,3 Units
PHIL 4297W,Senior Thesis in Philosophy,3 Units
PHRX 3001,Immunology,2 Units
PHRX 3003,Nutrition,2 Units
PHRX 3007,Drug Information II,2 Units
PHRX 3031,Foundations in Pharmaceutics I,4 Units
PHRX 3032,Non-Sterile Pharmaceutical Compounding,1 Unit
PHRX 3040,Neurology Module,4 Units
PHRX 3057,Discovering the Leader Within,1 Unit
PHRX 3058,Future Pharmacy Leaders,1 Unit
PHRX 3061,Pharmaceutical Industry Fundamentals for Pharmacists,1 Unit
PHRX 3065,Pharmacy Skills Development II,2 Units
PHRX 3095,Special Topics: Fundamentals of Managed Care Pharmacy,1 Unit
PHRX 3097W,Honors Thesis in Pharmacy,3 Units
PHRX 3099,Undergraduate Research,1-6 Units
PHRX 4000,Pharmacoeconomics,1 Unit
PHRX 4001W,Current Topics in Pharmacy: Benefit and Harms  Assoc. with,3 Units
PHRX 4001W,Current Topics in Pharmacy: Discovering the Leader Within,3 Units
PHRX 4001W,Current Topics in Pharmacy: Drugs & Society,3 Units
PHRX 4042,Gastroenterology Module,2 Units
PHRX 4043,Endocrine Module,3 Units
PHRX 4044,Dermatology Module,1 Unit
PHRX 4054,Urban Service Track,1 Unit
PHRX 4059,Follow the Money: Impact of Payment Reform and Health Policy on Pharmacy Practice,2 Units
PHRX 4060,Leadership in Pharmacy,2 Units
PHRX 4062,Healthcare Ethics and History,2 Units
PHRX 4065,Pharmacy Skills Development IV,2 Units
PHRX 5043,Infectious Disease Module,4 Units
PHRX 5044,Hematology/Oncology Module,3 Units
PHRX 5045,Special Populations,4 Units
PHRX 5048,Patient Assessment,2 Units
PHRX 5052,Pharmacotherapy of Diabetes Mellitus,2 Units
PHRX 5065,Pharmacy Skills Development VI,2 Units
PHRX 5070,Continuous Registration,0 Units
PHRX 5100,Professional Experience in Community Pharmacy,4 Units
PHRX 5101,Professional Experience in Health System Pharmacy,4 Units
PHRX 5102,Professional Experience in Ambulatory Care,4 Units
PHRX 5103,Professional Experience in General Medicine,4 Units
PHRX 5104,Professional Experience in Cardiology,4 Units
PHRX 5105,Professional Experience in Infectious Disease,4 Units
PHRX 5106,Professional Experience in Oncology,4 Units
PHRX 5107,Professional Experience in Psychiatry,4 Units
PHRX 5108,Professional Experience in Pediatrics,4 Units
PHRX 5109,Professional Experience in Geriatrics,4 Units
PHRX 5110,Professional Experience in Community Pharmacy II,4 Units
PHRX 5111,Professional Experience in Critical Care,4 Units
PHRX 5114,Professional Experience in Emergency Medicine,4 Units
PHRX 5115,Professional Experience in Home Health Care,4 Units
PHRX 5116,Professional Experience in Health System Pharmacy II,4 Units
PHRX 5117,Professional Experience in Industry,4 Units
PHRX 5118,Professional Experience in Managed Care,4 Units
PHRX 5119,Professional Experience in Nuclear Pharmacy,4 Units
PHRX 5122,Professional Experience in Long-term Care,4 Units
PHRX 5123,Professional Experience in Surgery,4 Units
PHRX 5124,Professional Experience In General Medicine II,4 Units
PHRX 5125,Professional Experience in Ambulatory Care II,4 Units
PHRX 5126,Professional Experience in Anticoagulation Service,4 Units
PHRX 5128,Professional Experience in Hospice Care,4 Units
PHRX 5133,Professional Experience in Clinical Toxicology,4 Units
PHRX 5135,Professional Experience in Investigational Drug Service,4 Units
PHRX 5136,Professional Experience in Drug Information,4 Units
PHRX 5137,Professional Experience in Pediatrics II,4 Units
PHRX 5138,Professional Experience in Industry II,4 Units
PHRX 5139,Professional Experience in a Professional Organization,4 Units
PHRX 5140,Professional Experience at Food and Drug Administration (FDA),4 Units
PHRX 5141,Professional Experience in Oncology II,4 Units
PHRX 5143,Professional Experience in Psychiatry II,4 Units
PHRX 5146,Professional Experience in Managed Care II,4 Units
PHRX 5147,Professional Experience in International Pharmacy,4 Units
PHRX 5149,Professional Experience in Critical Care II,4 Units
PHRX 5150,Professional Experience in Pain Management,4 Units
PHRX 5152,Professional Experience in Patient Safety,4 Units
PHRX 5153,Professional Experience in Academia,4 Units
PHRX 5154,Professional Experience in Organ Transplant,4 Units
PHRX 5155,Professional Experience in International Pharmacy II,4 Units
PHRX 5157,Professional Experience in Clinical-based Community Practice,4 Units
PHRX 5161,Professional Experience in Pharmacy Informatics,4 Units
PHRX 5164,Professional Experience in Infectious Disease II,4 Units
PHRX 5165,Professional Experience in Management,4 Units
PHRX 5166,Professional Experience in Research I,4 Units
PHRX 5167,Professional Experience in Urban Service,4 Units
PHRX 5169,Professional Experience in Leadership,4 Units
PHRX 5170,Professional Experience in Medical Writing,4 Units
PHRX 5171,Professional Experience in Antimicrobial Stewardship,4 Units
PHRX 5172,Professional Experience in Health System-based Clinical Practice,4 Units
PHRX 5173,Professional Experience Academic Leadership,4 Units
PHRX 5175,Professional Experience in Population Health,4 Units
PHRX 5195,Special Topics in Clinical Rotations: Veterinary Medicine,4 Units
PHRX 5199,Professional Experience in Research II,4 Units
PHRX 5265,P4 Professional Development II,0 Units
PHYS 1010Q,Elements Of Physics,4 Units
PHYS 1025Q,Introductory Astronomy with Laboratory,4 Units
PHYS 1030Q,Physics of the Environment,3 Units
PHYS 1040QE,Cosmic Origins of Life,3 Units
PHYS 1201Q,General Physics I,4 Units
PHYS 1202Q,General Physics II,4 Units
PHYS 1230,General Physics Problems,3 Units
PHYS 1401Q,General Physics with Calculus I,4 Units
PHYS 1402Q,General Physics with Calculus II,4 Units
PHYS 1501Q,Physics for Engineers I,4 Units
PHYS 1502Q,Physics for Engineers II,4 Units
PHYS 1601Q,Fundamentals of Physics I,4 Units
PHYS 1601Q,Fundamentals of Physics I: Honors Section,4 Units
PHYS 2300,The Development of Quantum Physics,3 Units
PHYS 2400,Mathematical Methods for the Physical Sciences,3 Units
PHYS 2501W,Advanced Undergraduate Laboratory,4 Units
PHYS 2702,Techniques of Modern Astrophysics,3 Units
PHYS 3101,Mechanics I,3 Units
PHYS 3150,Electronics,3 Units
PHYS 3201,Electricity and Magnetism I,3 Units
PHYS 3202,Electricity and Magnetism II,3 Units
PHYS 3300,Statistical and Thermal Physics,3 Units
PHYS 3401,Quantum Mechanics I,3 Units
PHYS 3402,Quantum Mechanics II,3 Units
PHYS 3989,Undergraduate Research,1-3 Units
PHYS 4095,Special Topics: Quantum Computation and Quantum Information,3 Units
PHYS 4096W,Research Thesis in Physics,3 Units
PHYS 4099,Independent Study,1-3 Units
PHYS 4140,Principles of Lasers,3 Units
PHYS 4710,Stars and Compact Objects,3 Units
PNB 1195,Special Topics: Introduction to Academic Research in PNB,1-6 Units
PNB 2201,Learning by Experiencing and Applying Physiological Principles II,2 Units
PNB 2250,Comparative Animal Physiology,3 Units
PNB 2265,Human Physiology and Anatomy,4 Units
PNB 2774,Enhanced Human Physiology and Anatomy I,4 Units
PNB 2775,Enhanced Human Physiology and Anatomy II,4 Units
PNB 2776,Enhanced Human Physiology and Anatomy Laboratory,2 Units
PNB 3120W,Public Communication of Physiology and Neurobiology,3 Units
PNB 3179,Molecular Physiology in Drosophila Models,2 Units
PNB 3180,Field Study in Physiology and Neurobiology,1-4 Units
PNB 3251,Biology of the Brain,3 Units
PNB 3253W,Current Topics in Molecular and Developmental Neurobiology,3 Units
PNB 3255,Human Neuroanatomy,2 Units
PNB 3260,Stem Cell Biology,3 Units
PNB 3264W,Molecular Principles of Physiology,4 Units
PNB 3265,Comparative Endocrinology,3 Units
PNB 3275,Biology of Synaptic Transmission,2 Units
PNB 3278,Patient and the Healer,2 Units
PNB 3295,Special Topics: Human Physiology in Environmental Extremes,1 Unit
PNB 3296,Undergraduate Research in Physiology and Neurobiology,1-4 Units
PNB 3299,Independent Study,1-6 Units
PNB 3700,Sensory Physiology,3 Units
PNB 4296,Honors Undergraduate Research In Physiology and Neurobiology,1-3 Units
PNB 4297W,Senior Research Thesis in Physiology and Neurobiology,3 Units
POLS 1002,Introduction to Political Theory,3 Units
POLS 1202,Introduction to Comparative Politics,3 Units
POLS 1207,Introduction to Nonwestern Politics,3 Units
POLS 1402,Introduction to International Relations,3 Units
POLS 1602,Introduction to American Politics,3 Units
POLS 1996,Introduction to Research,1-4 Units
POLS 2023,Political Theory in Film,3 Units
POLS 2072Q,Quantitative Analysis in Political Science,3 Units
POLS 2073Q,Advanced Quantitative Methods in Political Science,3 Units
POLS 2221,Introduction to Government and Politics in the Middle East and North Africa,3 Units
POLS 2429,Political Violence,3 Units
POLS 2450,Nuclear Security,3 Units
POLS 2602W,Religion and Politics in America,3 Units
POLS 2622,State and Local Government,3 Units
POLS 2807,Women and the Law,3 Units
POLS 2996,Directed Research I,1-4 Units
POLS 2998,Variable Topics in Contemporary Political Issues: Civil Wars and World Politics,3 Units
POLS 2998,Variable Topics in Contemporary Political Issues: LGBTQ+ Politics in the US,3 Units
POLS 2998,Variable Topics in Contemporary Political Issues: Perspectives on Civilian Law,3 Units
POLS 2998,Variable Topics in Contemporary Political Issues: Political Psychology in International Relations,3 Units
POLS 2998,"Variable Topics in Contemporary Political Issues: Prisons, Policing, and Punishment",3 Units
POLS 2998W,Variable Topics in Contemporary Political Issues: Comparative Political Theory,3 Units
POLS 2998W,Variable Topics in Contemporary Political Issues: Politics of Horror,3 Units
POLS 2998W,Variable Topics in Contemporary Political Issues: Surveillance and the Politics of Visibility,3 Units
POLS 3012,Modern Political Theory,3 Units
POLS 3017,Contemporary Political Theory,3 Units
POLS 3025,Political Theory and Popular Music,3 Units
POLS 3042,Theories of Human Rights,3 Units
POLS 3202,Comparative Political Parties and Electoral Systems,3 Units
POLS 3209,Sustainable Energy in the 21st Century,3 Units
POLS 3245,Chinese Politics and Economy,3 Units
POLS 3410,International Political Economy,3 Units
POLS 3418W,International Organizations and Law,3 Units
POLS 3434W,Honors Core: Excavating the International in Everyday Practices,3 Units
POLS 3464W,Arab-Israeli Conflict,3 Units
POLS 3610W,American Politics in Film,3 Units
POLS 3612,Electoral Behavior,3 Units
POLS 3617,American Political Economy,3 Units
POLS 3628,Connecticut General Assembly,3 Units
POLS 3652,Black Feminist Politics,3 Units
POLS 3662,Latino Political Behavior,3 Units
POLS 3710,Political Science Fiction,3 Units
POLS 3802,Constitutional Law,3 Units
POLS 3807,Constitutional Rights and Liberties,3 Units
POLS 3817,Law and Society,3 Units
POLS 3827,Politics of Crime and Justice,3 Units
POLS 3842,Public Administration,3 Units
POLS 3991,Supervised Field Work,1-12 Units
POLS 3991,Supervised Field Work: CGA Legislative Internship,1-12 Units
POLS 3999,Independent Study,1-6 Units
POLS 4894,Political Science Colloquium,1 Unit
POLS 4997W,Senior Thesis,3 Units
PP 1001,Introduction to Public Policy,3 Units
PP 3020W,Cases in Public Policy,3 Units
PP 3032,Budgeting in Public Service Organizations,3 Units
PP 3033,Race and Policy,3 Units
PP 3098,Public Policy Issues: Local Gov. Mgmt and Leadership,3 Units
PP 3098,Public Policy Issues: Policymaking and Legislation,3 Units
PP 3098,Public Policy Issues: Principles and Methods of Survey Research II,3 Units
PP 3098,Public Policy Issues: Program Development & Evaluation,3 Units
PP 3098,"Public Policy Issues: Public Policy, Diversity, and Inclusion",3 Units
PP 3098,Public Policy Issues: Survey Research Analysis & Reporting,3 Units
PP 3098,Public Policy Issues: Urban and Regional Policy,3 Units
PP 4346,Child and Family Policy,3 Units
PSYC 1100,General Psychology I,3 Units
PSYC 1101,General Psychology II,3 Units
PSYC 1103,General Psychology II (Enhanced),4 Units
PSYC 2100WQ,Principles of Research in Psychology,4 Units
PSYC 2101,Introduction to Multicultural Psychology,3 Units
PSYC 2200,Physiological Psychology,3 Units
PSYC 2201,Drugs And Behavior,3 Units
PSYC 2208,Sensory Systems Neuroscience,3 Units
PSYC 2209,Learning and Memory: From Brain to Behavior,3 Units
PSYC 2300,Abnormal Psychology,3 Units
PSYC 2301,The Study of Personality,3 Units
PSYC 2400,Developmental Psychology,3 Units
PSYC 2500,Learning,3 Units
PSYC 2501,Cognitive Psychology,3 Units
PSYC 2600,Industrial/Organizational Psychology,3 Units
PSYC 2700,Social Psychology,3 Units
PSYC 3100,The History and Systems of Psychology,3 Units
PSYC 3101,Psychological Testing,3 Units
PSYC 3102,Psychology of Women,3 Units
PSYC 3104E,Environmental Psychology,3 Units
PSYC 3105,Health Psychology,3 Units
PSYC 3106,Black Psychology,3 Units
PSYC 3107,Latinx Psychology,3 Units
PSYC 3201,Animal Behavior,3 Units
PSYC 3251,Laboratory in Physiological Psychology,3 Units
PSYC 3252,Drugs and Behavior Laboratory,3 Units
PSYC 3253,Sensory Neuroscience Laboratory,3 Units
PSYC 3300,Abnormal Child Psychology,3 Units
PSYC 3301,Introduction to Clinical Psychology,3 Units
PSYC 3450W,Laboratory in Developmental Psychology,4 Units
PSYC 3470,Current Topics in Developmental Psychology: Cognitive Development,3 Units
PSYC 3470,Current Topics in Developmental Psychology: Language Development,3 Units
PSYC 3500,The Psychology of Language,3 Units
PSYC 3501,Sensation and Perception,3 Units
PSYC 3502,Psychology of Consciousness,3 Units
PSYC 3503,Computer Modeling of Cognitive Processes,3 Units
PSYC 3504,Music Perception and Cognition,3 Units
PSYC 3600,Social-Organizational Psychology,3 Units
PSYC 3701W,Psychology of the Arts,3 Units
PSYC 3770,Current Topics in Social Psychology: Psychology of Identity,3 Units
PSYC 3880,Field Experience,1-6 Units
PSYC 3884,Seminar in Psychology,3 Units
PSYC 3884,Seminar in Psychology: Latino/a/e Psychology,3 Units
PSYC 3889,Undergraduate Research,1-6 Units
PSYC 3889,Undergraduate Research: Behavioral Neuroscience,1-6 Units
PSYC 3889,Undergraduate Research: Behavioral Neuroscience Research,1-6 Units
PSYC 3889,Undergraduate Research: Child & Adolescent Social-Emotional Development,1-6 Units
PSYC 3889,Undergraduate Research: Developmental Cognitive Neuroscience Research,1-6 Units
PSYC 3889,Undergraduate Research: Health Behavior Research,1-6 Units
PSYC 3889,Undergraduate Research: Human Behavioral Neuroscience Research,1-6 Units
PSYC 3889,Undergraduate Research: Neuropsychopharmacology Research,1-6 Units
PSYC 3889,Undergraduate Research: Psycholinguistics,1-6 Units
PSYC 3889,Undergraduate Research: Research in Cognitive Neurscience,1-6 Units
PSYC 3889,Undergraduate Research: Stressful Work Experience Lab,1-6 Units
PSYC 3899,Independent Study,1-6 Units
PSYC 4197W,Senior Thesis in Psychology,3 Units
PUBH 3001,Introduction to Epidemiology,3 Units
SLHS 1150,Introduction to Communication Disorders,3 Units
SLHS 1150W,Introduction to Communication Disorders,3 Units
SLHS 2156Q,Speech and Hearing Science,3 Units
SLHS 2203,"Anatomy and Physiology of Speech, Hearing, and Swallowing",3 Units
SLHS 2204,Speech and Language Acquisition,3 Units
SLHS 3247,Introduction to Phonetic Principles,3 Units
SLHS 3248,Introduction to Audiology,3 Units
SLHS 3295,Special Topics: Collaborative Learning and Academic Engagement,1 Unit
SLHS 3299,Independent Study,1-6 Units
SLHS 4245,Neuroscience of Cognitive and Communication Disorders,3 Units
SLHS 4249,Introduction to Aural Rehabilitation,3 Units
SLHS 4249W,Introduction to Aural Rehabilitation,4 Units
SLHS 4251,"Introduction to Articulation, Voice, and Fluency Disorders",3 Units
SLHS 4254,Introduction to Language Disorders in Children,3 Units
SLHS 4254W,Introduction to Language Disorders in Children,4 Units
SLHS 4296W,Senior Thesis,1-6 Units
SOCI 1001,Introduction to Sociology,3 Units
SOCI 1001W,Introduction to Sociology,3 Units
SOCI 1251,Social Problems,3 Units
SOCI 1251,Social Problems: Health and Society,3 Units
SOCI 1251W,Social Problems,3 Units
SOCI 1501,"Race, Class, and Gender",3 Units
SOCI 1501W,"Race, Class, and Gender",3 Units
SOCI 2240W,Sociology of Race and Religion,3 Units
SOCI 2271,The Social Construction of Happiness,3 Units
SOCI 2275,Social Well-Being,3 Units
SOCI 2280,Sociology of Mental Illness,3 Units
SOCI 2301,Criminology,3 Units
SOCI 2310,Introduction to Criminal Justice,3 Units
SOCI 2411,Work and Occupations,3 Units
SOCI 2510,Ethnicity and Race,3 Units
SOCI 2530,African Americans and Social Protest,3 Units
SOCI 2651,Sociology of the Family,3 Units
SOCI 2651W,Sociology of the Family,3 Units
SOCI 2655W,Sociology of Carework,3 Units
SOCI 2660,Sociology of Health,3 Units
SOCI 2670,Sociology of Religion,3 Units
SOCI 2680W,Sociology of Sexualities,3 Units
SOCI 2701E,Sustainable Societies,3 Units
SOCI 2800,Human Rights in the United States,3 Units
SOCI 2901,Urban Sociology,3 Units
SOCI 2996,Directed Research I,1-6 Units
SOCI 3201,Methods of Social Research,3 Units
SOCI 3211Q,Quantitative Methods in Social Research,4 Units
SOCI 3251,Social Theory,3 Units
SOCI 3251W,Social Theory,3 Units
SOCI 3425,Social Welfare and Social Work,3 Units
SOCI 3453W,Women and Health,3 Units
SOCI 3525,Latino Sociology,3 Units
SOCI 3601,Sociology of Gender,3 Units
SOCI 3823W,The Sociology of Law: Global and Comparative Perspectives,3 Units
SOCI 3990,Internship: Field Experience,1-6 Units
SOCI 3991,Internship: Research Paper,1-2 Units
SOCI 3991W,Internship: Research Paper,1-2 Units
SOCI 3996W,Senior Thesis in Sociology,3 Units
SOCI 3999,Independent Study,1-6 Units
SOWK 2995,Special Topics in Social Work: Human Rights and Social Work,3 Units
SOWK 3101,Human Behavior and Social Environment II,3 Units
SOWK 3201,Advocacy for Social Policy Change,3 Units
SOWK 3350,Research Methods for Social Work Practice,3 Units
SOWK 3503,Social Work Practice with Communities and Organizations,3 Units
SOWK 3701,Field Education II,3 Units
SOWK 3801,Field Seminar II,3 Units
SPAN 1001,Elementary Spanish I,4 Units
SPAN 1002,Elementary Spanish II,4 Units
SPAN 1003,Intermediate Spanish I,4 Units
SPAN 1004,Intermediate Spanish II,4 Units
SPAN 1007,Major Works of Hispanic Literature in Translation,3 Units
SPAN 1009,"Latino Literature, Culture, and Society",3 Units
SPAN 1010,Contemporary Spanish Culture and Society through Film,3 Units
SPAN 3102,Spanish for Engineering II,1 Unit
SPAN 3172,Spanish for the Health Professions,3 Units
SPAN 3178,Intermediate Spanish Composition,3 Units
SPAN 3179,Spanish Conversation: Cultural Topics,3 Units
SPAN 3200,Spanish Civilization to the Modern Period,3 Units
SPAN 3206,Contemporary Spain,3 Units
SPAN 3207,Women's Studies in Spanish,3 Units
SPAN 3208,Issues in Hispanic Thought: Anti-Imperialism,3 Units
SPAN 3230,Introduction to Literary Study,3 Units
SPAN 3232,Literature of Crisis in Modern Spain,3 Units
SPAN 3240W,Advanced Spanish Composition,3 Units
SPAN 3241,Spanish Phonetics,3 Units
SPAN 3242,Spanish Communicative Grammar,3 Units
SPAN 3250,Film in Spain and Latin America,3 Units
SPAN 3260,Studies in Spanish-American Literature,3 Units
SPAN 3265,Literature of Puerto Rico and the Spanish Caribbean,3 Units
SPAN 3267W,The Spanish-American Short Story,3 Units
STAT 1000Q,Introduction to Statistics I,4 Units
STAT 1100Q,Elementary Concepts of Statistics,4 Units
STAT 2215Q,Introduction to Statistics II,3 Units
STAT 2255,Statistical Programming,3 Units
STAT 3005,Biostatistics for Health Professions,3 Units
STAT 3025Q,Statistical Methods,3 Units
STAT 3115Q,Analysis of Experiments,3 Units
STAT 3215Q,Applied Linear Regression in Data Science,3 Units
STAT 3255,Introduction to Data Science,3 Units
STAT 3345Q,Probability Models for Engineers,3 Units
STAT 3375Q,Introduction to Mathematical Statistics I,3 Units
STAT 3445,Introduction to Mathematical Statistics II,3 Units
STAT 3494W,Undergraduate Seminar,1 Unit
STAT 3515Q,Design of Experiments,3 Units
STAT 3675Q,Statistical Computing,4 Units
STAT 4190,Field Study Internship,1-3 Units
STAT 4195,Special Topics: Causal Inference,3 Units
STAT 4195,Special Topics: Deep Learning,3 Units
STAT 4299,Independent Study,1-6 Units
STAT 4389,Undergraduate Research,3 Units
STAT 4625,Introduction to Biostatistics,3 Units
STAT 4825,Applied Time Series,3 Units
STAT 4915,Data Science in Action,3 Units
STAT 4916W,Writing in Data Science,1 Unit
